上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:104/09/03
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"8083","瑞穎","138.00","+ 8.50 ","131.00","138.00","130.00","235,000","31,758,500","176","136.50","138.00","35,133,193","151.50","124.50"
"8084","巨虹","20.00","+ 1.10 ","18.90","20.00","18.60","28,000","531,800","19","18.75","20.10","53,936,544","22.00","18.00"
"8085","福華","4.35","+ 0.39 ","4.15","4.35","4.14","1,384,000","5,951,470","328","4.35","0.00","157,257,242","4.78","3.92"
"8086","宏捷科","81.20","- 0.60 ","83.00","83.30","81.20","15,132,000","1,243,469,400","8,487","81.20","81.30","140,297,623","89.30","73.10"
"8087","華鎂鑫","7.45","+ 0.12 ","7.34","7.45","7.15","11,000","80,990","7","7.23","7.45","29,868,965","8.19","6.71"
"8088","品安","15.80","+ 1.40 ","15.45","15.80","14.80","1,053,000","16,430,000","514","15.80","0.00","57,859,468","17.35","14.25"
"8091","翔名","56.00","+ 0.50 ","56.20","56.40","55.10","262,000","14,654,800","202","56.00","56.30","60,680,163","61.60","50.40"
"8092","建暐","10.40","+ 0.10 ","10.75","10.75","10.20","58,000","596,750","26","10.30","10.40","38,850,616","11.40","9.36"
"8093","保銳","5.24","+ 0.04 ","5.25","5.25","5.10","10,000","51,730","5","5.07","5.24","64,208,493","5.76","4.72"
"8096","擎亞","16.75","+ 0.55 ","16.45","17.20","16.25","1,698,000","28,525,100","818","16.70","16.75","122,262,652","18.40","15.10"
"8097","常珵","14.65","- 0.20 ","14.85","14.90","14.00","38,000","545,200","21","13.80","14.75","26,674,306","16.10","13.20"
"8099","大世科","16.15","+ 0.25 ","15.90","16.20","15.90","33,000","530,450","20","16.15","16.20","67,200,000","17.75","14.55"
"8107","大億科","16.60","+ 0.20 ","16.50","16.75","16.35","601,000","9,910,550","158","16.50","16.60","115,094,024","18.25","14.95"
"8109","博大","54.80","+ 2.10 ","53.00","54.80","53.00","127,000","6,861,700","83","54.40","54.90","60,044,135","60.20","49.35"
"8111","立碁","4.17","+ 0.25 ","3.99","4.17","3.93","174,000","706,340","72","4.17","4.19","117,102,223","4.58","3.76"
"8121","越峰","12.85","+ 1.05 ","11.95","12.90","11.90","1,574,000","19,817,450","736","12.85","12.90","182,377,743","14.10","11.60"
"8147","正淩","39.75","+ 3.60 ","36.40","39.75","36.40","386,000","15,134,900","221","39.75","0.00","23,198,903","43.70","35.80"
"8155","博智","18.50","+ 0.20 ","18.90","19.05","18.20","527,000","9,845,350","262","18.50","18.70","51,485,000","20.35","16.65"
"8171","天宇","7.01","+ 0.63 ","6.44","7.01","6.42","411,000","2,813,050","140","7.01","0.00","52,849,230","7.71","6.31"
"8176","智捷","6.55","+ 0.25 ","6.32","6.85","6.32","198,000","1,321,870","88","6.50","6.80","79,100,000","7.20","5.90"
"8182","加高","10.95","+ 0.25 ","10.70","10.95","10.70","116,000","1,257,150","54","10.95","11.00","107,041,215","12.00","9.86"
"8183","精星","5.50","+ 0.02 ","5.50","5.55","5.46","99,000","544,570","31","5.47","5.50","116,091,068","6.05","4.95"
"8234","新漢","24.40","+ 0.75 ","24.00","24.80","24.00","783,000","19,106,400","483","24.40","24.50","139,984,472","26.80","22.00"
"8240","華宏","16.35","- 0.20 ","16.35","16.55","16.10","74,000","1,210,550","38","16.45","16.55","100,004,414","17.95","14.75"
"8255","朋程","93.00","+ 1.40 ","92.50","93.10","91.40","232,000","21,492,800","161","92.90","93.00","74,865,000","102.00","83.70"
"8266","中日新","26.80","+ 0.90 ","26.80","26.80","26.80","4,000","107,200","4","24.85","26.70","100,393,250","29.45","24.15"
"8277","商丞","7.42","+ 0.67 ","7.42","7.42","7.42","417,000","3,094,140","134","7.42","0.00","91,628,833","8.16","6.68"
"8287","英格爾","15.70","+ 0.35 ","15.40","15.85","15.35","292,000","4,551,300","190","15.60","15.70","137,635,122","17.25","14.15"
"8289","泰藝","9.80","+ 0.23 ","9.61","9.85","9.61","24,000","233,360","18","9.70","9.82","77,534,405","10.75","8.82"
"8291","尚茂"," ----","--- ","----","----","----","0","0","0","5.68","6.07","76,024,000","6.67","5.47"
"8299","群聯","229.00","+ 3.00 ","228.00","231.50","226.00","844,000","193,525,500","703","229.00","229.50","197,373,993","251.50","206.50"
"8349","恒耀","90.50","- 0.20 ","91.40","91.40","90.10","58,000","5,254,500","43","90.50","90.90","91,525,426","99.50","81.50"
"8354","冠好","12.45","+ 0.05 ","12.60","12.60","12.30","37,000","460,550","16","12.45","12.50","63,743,720","13.65","11.25"
"8358","金居","8.74","+ 0.05 ","8.70","8.75","8.60","51,000","443,760","31","8.53","8.74","210,588,000","9.61","7.87"
"8383","千附","46.60","- 0.10 ","47.10","47.85","46.35","5,950,000","280,148,750","3,530","46.55","46.60","118,192,482","51.20","41.95"
"8390","金益鼎","12.30","除權息 ","12.15","12.30","12.00","162,000","1,971,100","97","12.20","12.30","76,126,987","13.50","11.10"
"8401","白紗科","11.85","+ 0.25 ","11.55","11.85","11.55","120,000","1,407,550","58","11.80","11.85","60,079,884","13.00","10.70"
"8403","盛弘","38.95","- 0.05 ","39.15","39.15","38.50","433,000","16,782,000","298","38.70","38.95","60,667,914","42.80","35.10"
"8406","F-金可","337.00","+ 5.00 ","337.50","337.50","331.00","199,000","66,660,500","190","335.50","337.00","92,697,472","370.50","303.50"
"8409","商之器","22.20","+ 0.20 ","21.75","22.20","21.55","42,000","922,000","28","21.80","22.20","28,000,000","24.40","20.00"
"8410","森田","16.80","+ 0.55 ","16.40","17.00","16.40","70,000","1,179,450","52","16.80","17.00","36,589,200","18.45","15.15"
"8416","實威","91.80","+ 0.30 ","90.50","91.90","90.50","8,000","731,800","8","91.00","91.80","25,646,100","100.50","82.70"
"8418","F-必勝","19.00","0.00 ","19.05","19.05","18.40","151,000","2,827,250","44","18.80","19.00","68,995,000","20.90","17.10"
"8420","明揚","20.30","+ 1.65 ","18.70","20.50","18.70","1,156,000","23,425,550","462","20.30","20.35","50,990,000","22.30","18.30"
"8421","旭源","10.50","+ 0.15 ","10.65","10.90","10.35","127,000","1,337,400","64","10.40","10.50","38,502,465","11.55","9.45"
"8423","F-保綠","23.25","+ 0.60 ","23.25","23.25","23.25","1,000","23,250","1","21.05","22.65","18,872,855","25.55","20.95"
"8424","惠普","40.95","+ 2.95 ","38.65","40.95","38.05","11,000","429,200","11","38.35","39.70","36,054,368","45.00","36.90"
"8426","F-紅木","23.70","+ 0.80 ","23.60","24.00","23.55","25,000","594,000","23","23.25","23.85","48,300,000","26.05","21.35"
"8431","匯鑽科","60.20","+ 2.40 ","58.70","62.00","58.50","500,000","30,388,100","419","60.20","60.80","42,293,000","66.20","54.20"
"8432","東生華","42.00","+ 0.60 ","41.55","42.00","41.40","25,000","1,041,200","20","41.55","42.00","38,398,140","46.20","37.80"
"8433","弘帆","78.20","+ 7.10 ","71.70","78.20","71.70","870,000","67,240,300","595","78.20","0.00","52,577,600","86.00","70.40"
"8435","鉅邁","47.80","0.00 ","47.80","47.90","47.80","11,000","525,900","10","47.55","47.90","31,700,450","52.50","43.05"
"8436","大江","74.50","0.00 ","75.70","75.70","73.20","526,000","39,280,000","378","74.50","74.90","61,202,880","81.90","67.10"
"8437","F-大地","112.00","- 1.50 ","113.50","115.50","111.00","321,000","36,418,000","283","112.00","113.00","32,572,640","123.00","101.00"
"8446","華研","82.80","+ 3.30 ","85.80","85.80","82.80","524,000","44,211,700","440","82.80","83.30","42,480,000","91.00","74.60"
"8450","霹靂","70.00","+ 2.00 ","70.50","72.00","69.50","106,000","7,492,600","96","70.00","70.60","43,880,000","77.00","63.00"
"8905","裕國","13.20","+ 0.60 ","12.70","13.20","12.70","123,000","1,604,950","63","13.05","13.20","119,440,000","14.50","11.90"
"8906","花王","7.92","+ 0.72 ","7.68","7.92","7.59","31,000","244,090","29","7.92","0.00","51,321,600","8.71","7.13"
"8908","欣雄","36.00","0.00 ","36.00","36.00","36.00","3,000","108,000","2","35.60","36.50","136,527,321","39.60","32.40"
"8913","全銓","15.80","+ 0.10 ","15.75","15.80","15.70","3,000","47,250","3","15.55","15.80","54,649,204","17.35","14.25"
"8916","光隆","32.20","+ 1.40 ","30.85","32.85","30.70","317,000","10,163,650","167","32.10","32.35","105,828,500","35.40","29.00"
"8917","欣泰","45.40","- 4.60 ","45.40","45.40","45.40","1,000","45,400","1","48.00","51.10","122,203,200","49.90","40.90"
"8921","沈氏"," ----","--- ","----","----","----","0","0","0","17.30","17.70","46,592,159","19.25","15.75"
"8923","時報","17.40","- 0.55 ","17.00","17.40","16.80","3,000","51,200","3","16.90","17.45","30,375,800","19.10","15.70"
"8924","大田","15.75","+ 0.25 ","15.50","15.90","15.50","148,000","2,336,100","75","15.75","15.85","121,263,282","17.30","14.20"
"8925","偉盟","1.47","+ 0.13 ","1.21","1.47","1.21","1,464,000","1,961,920","185","1.47","0.00","365,243,337","1.61","1.33"
"8927","北基","10.05","0.00 ","10.20","10.20","10.05","9,000","91,200","4","10.05","10.20","161,833,166","11.05","9.05"
"8928","鉅明","48.05","+ 0.05 ","48.40","48.80","47.60","282,000","13,588,250","206","48.05","48.10","50,854,015","52.80","43.25"
"8929","富堡","20.20","+ 0.20 ","20.00","20.30","20.00","19,000","383,800","14","20.20","20.50","35,059,350","22.20","18.20"
"8930","青鋼","9.18","- 0.02 ","9.10","9.27","9.02","64,000","580,590","21","9.04","9.18","70,013,226","10.05","8.27"
"8931","大汽電","20.20","+ 0.05 ","20.00","20.40","19.80","54,000","1,082,000","34","20.20","20.30","111,955,002","22.20","18.20"
"8932","宏大","8.60","- 0.28 ","8.45","8.60","8.10","96,000","798,570","37","8.33","8.67","48,800,000","9.46","7.74"
"8933","愛地雅","13.45","+ 0.10 ","13.40","13.50","13.30","345,000","4,620,750","161","13.45","13.50","148,682,732","14.75","12.15"
"8934","衡平"," ----","--- ","----","----","----","0","0","0","0.00","0.00","7,553,371","50.40","41.30"
"8935","邦泰","6.95","+ 0.28 ","6.67","7.00","6.66","129,000","879,470","71","6.95","6.96","120,306,391","7.64","6.26"
"8936","國統","31.30","+ 1.85 ","29.75","31.40","29.75","4,503,000","138,777,600","2,164","31.30","31.35","186,957,483","34.40","28.20"
"8937","合騏","11.30","+ 0.25 ","11.05","11.50","11.05","86,000","964,650","29","11.20","11.30","72,478,800","12.40","10.20"
"8938","明安","19.00","+ 1.40 ","18.55","19.25","18.55","213,000","4,045,950","130","19.00","19.15","134,342,722","20.90","17.10"
"8941","關中","99.10","- 0.70 ","97.50","100.00","97.50","108,000","10,684,900","65","99.10","99.90","21,360,018","109.00","89.20"
"8942","森鉅","83.50","+ 3.20 ","81.40","84.40","80.70","1,798,000","148,478,200","1,093","83.50","83.60","155,198,510","91.80","75.20"
"911613","特藝"," ----","--- ","----","----","----","0","0","0","7.08","0.00","57,972,000","8.28","6.78"
"9949","琉園","14.35","- 0.05 ","14.20","14.35","14.10","11,000","156,350","9","14.15","14.35","47,033,360","15.75","12.95"
"9950","萬國通","20.30","+ 0.35 ","20.25","20.30","19.70","12,000","240,950","12","20.15","20.25","65,059,000","22.30","18.30"
"9951","皇田","157.00","+ 6.50 ","154.00","160.00","153.50","1,670,000","263,372,500","1,350","156.50","157.50","74,900,000","172.50","141.50"
"9960","邁達康","19.40","0.00 ","19.20","19.65","19.00","22,000","424,950","21","19.00","19.45","33,592,500","21.30","17.50"
"9962","有益","7.84","+ 0.05 ","7.87","7.87","7.66","6,000","46,550","6","7.82","7.83","90,220,260","8.62","7.06"
共695筆
